customer_id,day,rfm_segment,plus_flag,orders,items,nmv,pc1_profit,shipping_profit
1026,2025-03-22,RFM_B,0,1,1,914556.0648825384,75652.1309878309,23339.388388121715
1097,2025-03-22,RFM_B,0,1,2,817522.611341578,71356.70758945808,42450.01440943028
1167,2025-03-22,RFM_C,0,1,1,577669.9653722271,82188.0041233775,52651.366589114186
1207,2025-03-22,RFM_C,0,1,1,551361.5787840232,76372.35053293593,40086.54955400362
1234,2025-03-22,RFM_C,0,1,1,364768.16725942097,37751.6529194848,28717.00136765452
1236,2025-03-22,RFM_A,0,1,3,488201.5897672232,52536.04613008484,47669.95199067781
1343,2025-03-22,RFM_B,0,1,1,442643.5612099067,58837.85869210057,840.7995697116785
1523,2025-03-22,RFM_D,0,1,2,677955.985734492,98171.63925483558,22794.99599395857
1660,2025-03-22,RFM_A,0,1,2,1005720.0237258829,143199.1399075735,48854.4710875851
1751,2025-03-22,RFM_C,0,1,2,701233.9912735696,79901.88102146276,52034.918427376935
1806,2025-03-22,RFM_C,0,1,1,524050.181284135,72684.63945703491,27451.47916805965
1812,2025-03-22,RFM_B,0,1,2,640914.5906250762,90079.9348692138,33410.00970042286
1934,2025-03-22,RFM_C,0,1,1,452504.37222544476,56011.556634617315,30926.684294467002
1996,2025-03-22,RFM_C,0,1,2,697276.0742857619,91122.6883722632,55260.222359616804
59,2025-03-23,RFM_A,0,1,2,776387.1266119255,91315.19013068514,38023.83973065589
129,2025-03-23,RFM_A,0,1,3,789264.6086231302,91152.71956386168,28283.519317777602
186,2025-03-23,RFM_C,0,1,2,538575.0347252665,70449.12855264683,45587.976427340254
217,2025-03-23,RFM_A,0,2,2,609446.8866161264,42383.67143237944,81676.53176269164
237,2025-03-23,RFM_B,0,1,1,614975.7941620522,62690.19318749179,31794.788294172606
350,2025-03-23,RFM_A,0,3,6,2951395.0201576464,323025.62129657785,155775.61578202609
376,2025-03-23,RFM_A,0,1,2,1160450.682531428,169351.0555733022,28261.223054524344
442,2025-03-23,RFM_A,0,1,2,932207.6076237774,121959.02483163496,68765.4005743817
588,2025-03-23,RFM_B,0,2,4,1061588.6006728543,113622.42096723088,79890.95943695717
731,2025-03-23,RFM_B,0,1,1,583408.1489709205,57744.784038153506,28049.296889506033
765,2025-03-23,RFM_D,0,1,1,386372.2234816947,37703.58055404967,55692.64830363837
774,2025-03-23,RFM_C,0,1,2,568662.2544480755,56197.0013334174,26761.278821325657
815,2025-03-23,RFM_A,0,1,2,412921.80543809274,46222.04225958394,22282.842425069855
882,2025-03-23,RFM_C,0,1,2,762036.1800357674,80207.08067735405,44801.8355666405
889,2025-03-23,RFM_A,0,1,2,636114.5479074494,68485.03314572666,59096.86974066684
925,2025-03-23,RFM_A,0,1,2,940247.9026891699,126305.67196610101,46682.993833168795
958,2025-03-23,RFM_B,0,1,3,824453.5946952464,101228.42992082566,19160.294650801097
1154,2025-03-23,RFM_A,0,1,1,1012461.3539671449,152220.78510387265,50487.25905023206
1157,2025-03-23,RFM_A,0,1,2,606394.3680180735,46787.74914396056,53819.10047588376
1234,2025-03-23,RFM_C,0,1,2,621640.1792651501,78792.60444127004,28798.929546392003
1235,2025-03-23,RFM_B,0,1,2,377033.6922985455,31009.109165473885,42187.573388055825
1236,2025-03-23,RFM_A,0,1,2,511005.1719560397,67961.7624421697,40341.649493313125
1282,2025-03-23,RFM_B,0,1,3,568916.0189282291,55092.03818898482,34995.11437415116
1316,2025-03-23,RFM_C,0,1,1,808972.5932542033,93646.66343880688,44835.374318972245
1369,2025-03-23,RFM_A,0,1,3,742870.4895840132,69460.90796664593,49656.12913758778
1495,2025-03-23,RFM_B,0,1,1,686900.4168975151,68306.77423633414,34803.20552887628
1594,2025-03-23,RFM_B,0,1,2,590119.5211728299,63546.1012269519,37106.77712835822
1751,2025-03-23,RFM_C,0,1,1,808581.0812707505,89704.87816773467,42937.727957456824
1781,2025-03-23,RFM_A,0,1,1,652092.1414278864,61096.30217055225,24255.014858009312
1788,2025-03-23,RFM_C,0,1,1,306505.9494295001,33012.23099689293,49795.1153750463
1806,2025-03-23,RFM_C,0,1,2,294362.9216970867,38225.4783686546,37884.54448414604
1824,2025-03-23,RFM_C,0,1,1,462429.79445365875,62688.415796707755,59580.64523330511
1962,2025-03-23,RFM_B,0,1,1,475153.0614253441,49972.821909566905,62447.67108215107
1972,2025-03-23,RFM_D,0,1,3,686998.3294518945,106779.68238825529,36770.314609143796
11,2025-03-24,RFM_B,0,1,2,785355.9944732502,97329.16720596964,41030.33702995889
60,2025-03-24,RFM_A,0,1,1,779288.1085325176,70739.43506875848,21418.62177130829
97,2025-03-24,RFM_B,0,1,2,418916.06089227216,52357.18989618981,29309.510317763248
122,2025-03-24,RFM_C,0,1,1,219906.9202632833,27987.834185127125,33397.713097666274
322,2025-03-24,RFM_B,0,1,2,561608.5017037027,66718.77058364653,54819.49071644941
349,2025-03-24,RFM_C,0,1,2,447490.58348133235,45122.911324428474,63142.51184760196
362,2025-03-24,RFM_A,0,2,4,1067294.5471758058,137130.94469500377,56378.674955147755
427,2025-03-24,RFM_B,0,1,2,375208.1745159097,34496.15796433694,52747.62401361982
513,2025-03-24,RFM_A,0,1,1,867439.5685557749,106312.79350372202,31773.918492615645
514,2025-03-24,RFM_B,0,1,2,615459.4911901413,57540.06912781479,43645.52641178758
539,2025-03-24,RFM_A,0,1,2,762537.7709353919,88457.85334295154,32510.663987511172
560,2025-03-24,RFM_B,0,1,1,428101.00783368223,60809.26313373978,44423.202555507916
583,2025-03-24,RFM_A,0,2,4,1297108.2108926012,149319.50076392177,64209.876776401
588,2025-03-24,RFM_B,0,1,2,869299.7444051092,83899.56260081868,69752.84142585787
725,2025-03-24,RFM_A,0,2,2,1913232.9054796202,132285.92272453543,138473.471312835
881,2025-03-24,RFM_B,0,1,3,628964.9097589062,56002.76031386717,23603.53542418031
889,2025-03-24,RFM_A,0,1,2,1078003.8285852107,130670.07022672014,57104.871067749744
1009,2025-03-24,RFM_C,0,1,1,782349.5271585819,79187.1723165541,22563.30164380373
1032,2025-03-24,RFM_C,0,1,2,703781.1118389524,84640.1156496161,30211.764518039556
1157,2025-03-24,RFM_A,0,1,2,707606.9900096997,84939.59171857356,32291.015033299314
1163,2025-03-24,RFM_C,0,1,1,322472.5700044647,26976.66767420002,36259.28784453867
1225,2025-03-24,RFM_A,0,1,2,548833.5021178015,57823.32796329876,22371.64051314376
1263,2025-03-24,RFM_B,0,1,1,530095.0104183109,66886.1689420112,38148.64868778755
1333,2025-03-24,RFM_B,0,1,2,351992.2586561602,45811.55827425718,41725.30801916465
1595,2025-03-24,RFM_C,0,1,3,1080693.4153163922,135527.8235477286,37901.913952499875
1699,2025-03-24,RFM_D,0,1,3,731743.2927726423,90735.56610447665,39564.68765780852
1735,2025-03-24,RFM_D,0,1,2,673108.1567261253,81523.33071329106,42257.466923269865
1765,2025-03-24,RFM_A,0,1,1,735110.1997775612,60488.49899170493,9695.112633731398
1781,2025-03-24,RFM_A,0,1,1,517229.13859122735,37687.74767758179,43490.15201696305
1794,2025-03-24,RFM_C,0,1,2,650325.5980611064,47944.5738640956,40217.80633534558
1812,2025-03-24,RFM_B,0,1,1,367446.5762920192,19377.663289859865,51020.345644357076
1860,2025-03-24,RFM_B,0,2,4,1592523.0712595512,131303.302269954,51937.62537772232
1901,2025-03-24,RFM_C,0,1,3,163189.84960329236,21846.954621681947,30149.57186443032
1972,2025-03-24,RFM_D,0,1,3,759481.9171679644,81774.23359426564,67068.92582959968
18,2025-03-25,RFM_A,0,1,1,700046.367105103,75255.27622495082,50696.5452666977
80,2025-03-25,RFM_C,0,1,2,707432.1866932194,94757.19979969232,19548.77353560042
217,2025-03-25,RFM_A,0,1,3,835169.1899426009,108983.1170443161,23443.171851654228
296,2025-03-25,RFM_D,0,1,1,777422.9519063139,67905.50402831259,37473.17244072469
317,2025-03-25,RFM_B,0,1,1,603102.9245153329,62597.378112175706,41341.55102555744
324,2025-03-25,RFM_B,0,1,2,1030418.8355526661,118510.7428895129,52716.04764819833
350,2025-03-25,RFM_A,0,2,4,735521.5352143948,113658.77328047606,45386.79770939312
376,2025-03-25,RFM_A,0,1,3,921998.5219770067,133681.46610278016,56548.72411882397
476,2025-03-25,RFM_B,0,1,2,882033.0380072203,106905.06774873508,45432.330794492234
514,2025-03-25,RFM_B,0,1,2,1223316.983439052,135784.54967323554,51506.959509462096
539,2025-03-25,RFM_A,0,1,3,477711.8190874,54512.553550138,24682.347381164152
698,2025-03-25,RFM_C,0,1,2,594564.7038453425,54005.040831215956,34290.29721357703
741,2025-03-25,RFM_A,0,1,1,588601.2784810283,52032.90999579526,47587.71762510024
750,2025-03-25,RFM_C,0,1,1,419823.18807566364,44467.97261566491,31781.57870467558
754,2025-03-25,RFM_B,0,1,1,613325.9133646173,81137.45536024489,28401.797303763957
903,2025-03-25,RFM_A,0,1,2,604312.1679185461,58255.16326936017,25671.96812883999
916,2025-03-25,RFM_D,0,1,1,816376.7487910115,105883.81984782644,54040.2916248033
919,2025-03-25,RFM_B,0,1,2,738775.0405364526,88763.92244015705,44170.2020696669
925,2025-03-25,RFM_A,0,1,2,911252.612313767,125976.33376893144,24222.38004331378
938,2025-03-25,RFM_A,0,1,2,425968.1263579524,63486.850723200245,62184.37271881095
951,2025-03-25,RFM_B,0,1,2,824883.937299503,90650.70405632528,46072.708245916416
1151,2025-03-25,RFM_A,0,1,3,917083.575205493,112986.83093783654,48225.271621140324
1179,2025-03-25,RFM_B,0,1,2,935273.6550644631,91035.85515417795,52820.1157234172
1184,2025-03-25,RFM_A,0,1,3,312661.95018696913,47043.51990429914,43466.51660030906
1185,2025-03-25,RFM_A,0,1,2,1015602.9958115008,89730.21690859742,38123.45946665909
1199,2025-03-25,RFM_B,0,1,2,650013.6850142801,73447.16707159171,49026.19078184102
1208,2025-03-25,RFM_B,0,1,2,630523.6195741525,71352.83322724342,24500.441631751193
1225,2025-03-25,RFM_A,0,1,2,997510.7171508551,96383.6510929348,33454.562121653296
1255,2025-03-25,RFM_A,0,1,3,801871.47736504,57750.24772568301,16682.551566443417
1261,2025-03-25,RFM_A,0,1,2,901974.6747175031,69471.78111259759,38979.10344801731
1377,2025-03-25,RFM_C,0,1,2,603118.771127702,83926.16692053975,41395.16964845274
1454,2025-03-25,RFM_D,0,1,1,370441.028221317,27947.938258583017,54284.887517988165
1549,2025-03-25,RFM_B,0,1,2,849639.8323044414,112837.44141163178,48655.15990015543
1657,2025-03-25,RFM_B,0,1,1,681429.1840166502,74404.25263492149,49143.56962820443
1763,2025-03-25,RFM_B,0,1,2,434913.9069602119,40599.006715955074,44505.90458118271
1778,2025-03-25,RFM_B,0,1,2,445594.64227573154,52006.76020040338,45735.77156610665
1886,2025-03-25,RFM_B,0,1,2,513355.097275159,67868.59018717194,20683.466628919934
1899,2025-03-25,RFM_A,0,1,2,738028.771051988,87914.5576581764,57678.27275498271
1929,2025-03-25,RFM_A,0,1,2,1333843.2953400174,182757.6768386265,46486.19242054788
5,2025-03-26,RFM_A,0,1,1,778836.8368977648,57863.49895715752,55009.71186134231
59,2025-03-26,RFM_A,0,1,1,767927.7420698456,85447.55295328931,21801.398899149357
60,2025-03-26,RFM_A,0,1,1,572534.4044545736,77669.08675905794,54496.738001056685
150,2025-03-26,RFM_A,0,1,3,694225.917167548,84935.58804074494,44454.23116740911
174,2025-03-26,RFM_D,0,1,2,973054.1080095677,108656.3151321391,32553.913477664188
201,2025-03-26,RFM_C,0,1,2,594670.9625861414,55415.47177889263,36272.38474994023
383,2025-03-26,RFM_C,0,1,2,1191688.1239093416,179493.55786715643,46878.43336982407
424,2025-03-26,RFM_A,0,1,2,544617.335393757,59439.92198835618,48552.2109698845
476,2025-03-26,RFM_B,0,1,1,601784.2934500753,41532.840882236706,40544.45930752886
477,2025-03-26,RFM_B,0,1,2,1081440.8748143413,113417.65481433088,45164.69519609434
514,2025-03-26,RFM_B,0,1,1,881588.975395151,121276.27960609796,51895.87698995645
539,2025-03-26,RFM_A,0,1,2,764368.5781701171,84160.03495052946,35816.806139099215
588,2025-03-26,RFM_B,0,1,3,947376.0031819402,79306.82260346824,35608.36427521353
659,2025-03-26,RFM_C,0,1,2,1201168.6320092513,124018.41577954889,51882.72390473985
668,2025-03-26,RFM_D,0,2,4,1902894.6851493064,199850.3805270731,116136.93427551101
782,2025-03-26,RFM_D,0,1,1,373729.35867134965,53037.59626204396,21975.376920772702
815,2025-03-26,RFM_A,0,1,2,636086.1410517715,59464.16393966334,17486.73850676733
875,2025-03-26,RFM_C,0,1,2,934852.5040805949,90173.22094423487,28020.000340074985
881,2025-03-26,RFM_B,0,1,1,590267.4590778349,67835.89395708045,52077.259795062295
908,2025-03-26,RFM_A,0,1,1,709225.2756751011,52500.89875608019,34634.0788847772
919,2025-03-26,RFM_B,0,1,2,557633.3971228906,62411.835123361205,58369.76831914752
922,2025-03-26,RFM_C,0,1,2,819562.343600306,81642.57879593056,31628.981634925556
940,2025-03-26,RFM_A,0,1,2,508176.40108254104,51753.255661758514,32305.945499663587
957,2025-03-26,RFM_C,0,1,1,500016.0919621622,56545.27105482215,49985.507360084484
989,2025-03-26,RFM_B,0,1,1,559391.2584730538,42102.56821702437,35145.421702581174
1052,2025-03-26,RFM_A,0,1,1,817022.571878501,82894.5909536754,28501.93902228914
1058,2025-03-26,RFM_B,0,1,2,721813.7668424087,66804.29659368134,32067.839944033174
1121,2025-03-26,RFM_C,0,1,1,258434.68509424664,22755.72872212969,19140.255873706832
1133,2025-03-26,RFM_A,0,1,1,598391.7183049608,68148.35669374591,39360.65746276188
1189,2025-03-26,RFM_A,0,1,1,753591.3405718926,52156.66136478173,33221.12666622398
1215,2025-03-26,RFM_B,0,1,3,800785.9883140789,54253.410222640516,27530.550027093464
1261,2025-03-26,RFM_A,0,1,2,644823.2628218137,55454.377208805425,7586.03303817382
1321,2025-03-26,RFM_B,0,1,2,644296.9945424394,74023.38651500395,25137.731116113442
1344,2025-03-26,RFM_C,0,1,2,171537.65079485928,16212.94257813936,44240.47628103049
1503,2025-03-26,RFM_B,0,1,2,1175829.9001741614,151725.60519113258,45722.093352278214
1594,2025-03-26,RFM_B,0,1,1,737597.705504782,75281.1824363061,55977.69939405586
1691,2025-03-26,RFM_C,0,1,2,736468.0824357424,90005.26989433359,38882.86875801159
1970,2025-03-26,RFM_B,0,1,2,905101.6838300794,110482.52916982569,31696.368689220355
1977,2025-03-26,RFM_B,0,1,1,917380.513470184,99914.37600987534,62294.994116903355
59,2025-03-27,RFM_A,0,1,2,800312.3943159168,98925.03604695515,60561.89866916778
113,2025-03-27,RFM_B,0,1,2,714608.3854087859,75911.63318244605,63803.96985081435
217,2025-03-27,RFM_A,0,1,3,898868.2179566531,94762.55672847472,21153.714889681953
228,2025-03-27,RFM_C,0,1,2,1053040.7227122611,91096.6575310017,52013.20110215098
458,2025-03-27,RFM_B,0,1,2,958115.3439351222,89848.51975054905,56075.77394970005
526,2025-03-27,RFM_B,0,1,2,632565.0344898164,71333.24225199675,45758.421776089424
597,2025-03-27,RFM_C,0,1,2,668710.8288832727,78381.64884197532,49261.4858785688
683,2025-03-27,RFM_A,0,1,2,576729.4856059446,67630.74387051718,28336.746038285804
696,2025-03-27,RFM_B,0,1,1,574290.2200035428,85356.62736648171,43770.022159941975
741,2025-03-27,RFM_A,0,1,2,732703.1389468454,94949.35806222285,46659.470318070555
973,2025-03-27,RFM_A,0,1,2,682297.156887161,42148.58723289136,40999.504936096775
1018,2025-03-27,RFM_C,0,1,2,847560.0807227263,107982.52747685496,24636.141164371893
1071,2025-03-27,RFM_D,0,1,1,416989.78923824104,47882.021188166254,8038.125544521914
1133,2025-03-27,RFM_A,0,1,2,776237.1450770366,62599.30107321024,37475.207393123215
1157,2025-03-27,RFM_A,0,1,4,857028.3019914723,81708.12108966809,27022.631695854485
1169,2025-03-27,RFM_C,0,1,2,591082.3454787205,60521.705511192995,31019.75175472242
1179,2025-03-27,RFM_B,0,1,3,646954.0132277416,73805.5166081657,35961.67871346966
1198,2025-03-27,RFM_C,0,1,1,225488.0220219865,27349.562383181605,34986.04921786959
1199,2025-03-27,RFM_B,0,1,1,432506.2844811443,33397.711328250596,16382.110351197214
1208,2025-03-27,RFM_B,0,1,2,1000580.2942822522,143267.39723483686,33360.761067184256
1255,2025-03-27,RFM_A,0,1,1,493470.68180471903,45429.304296948074,49980.980089588884
1261,2025-03-27,RFM_A,0,1,2,784244.6536323599,62080.77478771642,32484.08756089291
1351,2025-03-27,RFM_C,0,1,3,657248.3891218059,92381.54716737631,75827.116453411
1394,2025-03-27,RFM_A,0,1,1,665214.8095036172,69492.25631303155,33840.87373043823
1401,2025-03-27,RFM_B,0,1,1,728267.391118148,64784.487874954066,45811.63930718653
1463,2025-03-27,RFM_A,0,1,2,599044.1311741929,56202.02348176462,41462.22080829979
1503,2025-03-27,RFM_B,0,1,2,667698.7722045605,55185.4450965832,45362.99157250804
1539,2025-03-27,RFM_C,0,1,1,711872.7348374338,97053.60587527063,42061.20345773577
1549,2025-03-27,RFM_B,0,1,2,613794.2248068178,51102.5397362098,57106.87385293287
1606,2025-03-27,RFM_B,0,1,1,1053607.3995165126,111898.0438418369,33423.07044554304
1636,2025-03-27,RFM_B,0,1,2,223317.5451382674,31182.678197569006,16538.830710536386
1680,2025-03-27,RFM_B,0,1,3,553183.8294926409,38701.28317389787,45432.87626013321
1788,2025-03-27,RFM_C,0,1,1,650678.7338991729,64734.62344508242,57170.59148225948
1860,2025-03-27,RFM_B,0,1,1,374337.114252304,37853.710514062135,37810.03255887307
52,2025-03-28,RFM_A,0,1,1,341022.618575065,41303.73340643955,34163.688193885115
99,2025-03-28,RFM_A,0,1,2,763644.7509457343,83203.94826953083,32515.133242275435
113,2025-03-28,RFM_B,0,1,2,672325.430417486,83906.27362720216,49696.21881453936
217,2025-03-28,RFM_A,0,2,6,2219711.9531522524,123147.90184323119,91716.18552377295
322,2025-03-28,RFM_B,0,1,1,675697.356794018,84186.42764939065,55511.12924666889
340,2025-03-28,RFM_D,0,1,1,621606.4423619775,87575.31636531958,52942.573461092914
384,2025-03-28,RFM_B,0,1,3,690286.6596781454,76424.64701214632,38989.987952873824
458,2025-03-28,RFM_B,0,1,1,839767.6622704912,101045.17385647645,62519.12491802356
489,2025-03-28,RFM_C,0,1,2,607313.8093208062,71267.10422836836,42980.94307980267
506,2025-03-28,RFM_C,0,1,2,504367.1716211233,66642.1150685491,46862.16271061289
534,2025-03-28,RFM_C,0,1,1,499648.38486135076,54954.077675074535,46508.84533247607
548,2025-03-28,RFM_A,0,1,1,691062.2508662752,80741.00753834996,40614.363302256665
683,2025-03-28,RFM_A,0,1,2,793810.3444445295,91380.47922048975,32631.54560817001
731,2025-03-28,RFM_B,0,1,2,350833.8100919633,30163.758008584206,29989.1230731526
763,2025-03-28,RFM_A,0,1,1,627784.1797485707,59951.14755585477,47248.38969945879
815,2025-03-28,RFM_A,0,1,1,681105.1482132148,64563.01412182372,31237.166053816705
922,2025-03-28,RFM_C,0,2,4,2349420.4152371464,242923.12599917004,71673.60744549027
938,2025-03-28,RFM_A,0,1,1,633832.7999460096,89361.17294586339,29763.54400343891
940,2025-03-28,RFM_A,0,1,1,229714.05599325284,30948.013580818806,50545.332699549734
951,2025-03-28,RFM_B,0,1,1,876581.9345269981,121924.17680466863,23661.042475479688
987,2025-03-28,RFM_B,0,1,3,706488.5950527368,75465.02431150289,18189.2593130925
1117,2025-03-28,RFM_A,0,1,1,479068.9372002495,59644.2900678928,36730.16482300567
1142,2025-03-28,RFM_C,0,1,2,564712.679613842,58344.662294880094,52346.290412002534
1154,2025-03-28,RFM_A,0,1,2,1460152.0913160862,110821.02697452185,19360.87632116423
1158,2025-03-28,RFM_A,0,1,2,530383.6143826927,60801.37112822471,23661.68582946172
1184,2025-03-28,RFM_A,0,1,2,895925.620634373,60868.96227452637,40681.87783555935
1185,2025-03-28,RFM_A,0,1,2,731388.420563258,80717.81410527827,40153.365220356834
1208,2025-03-28,RFM_B,0,1,1,642237.4169370214,62748.890638287805,48908.46121653379
1210,2025-03-28,RFM_B,0,1,3,668256.5786870049,33952.82357618446,34829.578363188586
1255,2025-03-28,RFM_A,0,1,2,720969.6324369676,70541.52806381724,38087.186250011444
1270,2025-03-28,RFM_B,0,1,2,643515.6399362121,97137.79009707691,72384.60387867838
1306,2025-03-28,RFM_D,0,1,2,523881.54723050917,72586.86527054511,37539.11209801803
1319,2025-03-28,RFM_C,0,1,2,782072.0850494127,83666.64809011701,36993.96076812196
1333,2025-03-28,RFM_B,0,1,1,428432.74978748197,45554.19774316011,46658.139836614646
1374,2025-03-28,RFM_C,0,1,2,772446.2314069539,102804.48654090449,37669.23472780898
1463,2025-03-28,RFM_A,0,1,2,264446.9878980219,39212.748103908954,48572.02896892725
1532,2025-03-28,RFM_A,0,1,2,811499.5689747537,94149.91152049249,41882.94954723268
1631,2025-03-28,RFM_B,0,1,3,735264.2249403426,82654.53355251014,44083.22170470464
1645,2025-03-28,RFM_A,0,1,2,1169496.363216008,152632.15530430994,31153.93644475047
1656,2025-03-28,RFM_B,0,1,1,774941.7935820916,65948.286734113,33894.68176559906
1706,2025-03-28,RFM_D,0,1,1,559147.39300864,54976.68936401203,32755.395267771204
1781,2025-03-28,RFM_A,0,1,2,601160.4753166538,61191.079859387544,43598.89748373977
1806,2025-03-28,RFM_C,0,1,1,660463.3536474721,70585.8981992787,38154.61986722389
1814,2025-03-28,RFM_B,0,1,2,858895.2860106154,114523.33153028245,66118.24022610714
1899,2025-03-28,RFM_A,0,1,2,540404.3446950689,60882.581209407384,41438.5464521826
1945,2025-03-28,RFM_C,0,1,2,886449.6723462595,116194.56464759642,37938.32688134192
1966,2025-03-28,RFM_A,0,2,4,1111206.9576172875,138345.39615988324,74796.14156963934
1975,2025-03-28,RFM_A,0,1,2,427417.61418260145,45899.49741020331,62412.87335637439
1996,2025-03-28,RFM_C,0,1,3,712428.870078479,76949.35304614408,37437.71344317086
52,2025-03-29,RFM_A,0,1,1,813396.9497032376,94486.31418996114,47667.26168961581
115,2025-03-29,RFM_A,0,1,2,419134.47009757394,50505.69668829939,57355.25869054981
147,2025-03-29,RFM_B,0,1,2,608002.305662672,58778.809878931286,53019.118431926596
194,2025-03-29,RFM_C,0,1,1,341317.7812369125,26660.009168777022,47970.34312252123
209,2025-03-29,RFM_A,0,1,1,966057.9354821227,116579.94104151487,47079.294058000065
210,2025-03-29,RFM_B,0,1,3,610970.7085080647,46139.72692994806,42659.46589453219
259,2025-03-29,RFM_A,0,1,3,860078.6627138499,68979.3766318459,37863.57876903275
312,2025-03-29,RFM_B,0,1,2,609111.1190369686,70016.96793421937,43097.30608059939
346,2025-03-29,RFM_C,0,1,1,722357.4509813483,77197.54424779488,52751.40871452786
362,2025-03-29,RFM_A,0,2,4,1677754.3679109192,144086.40224295916,79048.34936091151
421,2025-03-29,RFM_C,0,1,2,707611.4634679323,92294.70000075841,38530.82635773127
458,2025-03-29,RFM_B,0,1,1,538731.4375357473,66519.09103468282,28686.268757562204
